"","dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","crm_cd_2","location","lat","lon","mocodes","cross_street","weapon_used_cd","weapon_desc","crm_cd_3","crm_cd_4"
"87","200310566","2020-04-25T00:00:00.000","2020-04-25T00:00:00.000","0950","03","Southwest","0356","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","37","M","B","402","MARKET","IC","Invest Cont","440",NA,"1700 W  JEFFERSON                    BL","34.0256","-118.3061","0377 0344 1822",NA,NA,NA,NA,NA
"88","201222029","2020-10-04T00:00:00.000","2020-10-04T00:00:00.000","1800","12","77th Street","1268","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","32","F","H","101","STREET","IC","Invest Cont","626",NA,"100 E  84TH                         PL","33.9619","-118.2717","0913 0400 0416 1813 2000 2002",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"89","201211083","2020-04-17T00:00:00.000","2020-04-16T00:00:00.000","1700","12","77th Street","1209","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"FLOWER                       ST","33.9983","-118.2813",NA,"49TH                         ST",NA,NA,NA,NA
"90","201209876","2020-03-27T00:00:00.000","2020-03-27T00:00:00.000","1650","12","77th Street","1263","1","210","ROBBERY","0","M","W","101","STREET","IC","Invest Cont","210",NA,"2000 W  80TH                         ST","33.9664","-118.3134",NA,NA,"109","SEMI-AUTOMATIC PISTOL",NA,NA
"91","201009044","2020-05-15T00:00:00.000","2020-05-13T00:00:00.000","1315","10","West Valley","1049","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0","M","W","104","DRIVEWAY","IC","Invest Cont","331",NA,"16800    BURBANK                      BL","34.1718","-118.4993","0344 1822 1606",NA,NA,NA,NA,NA
"92","201110399","2020-06-13T00:00:00.000","2020-06-11T00:00:00.000","1700","11","Northeast","1145","1","330","BURGLARY FROM VEHICLE","34","F","O","101","STREET","IC","Invest Cont","330",NA,"2400 N  ALVARADO                     ST","34.097","-118.2518","0385",NA,NA,NA,NA,NA
"93","201307829","2020-03-09T00:00:00.000","2020-02-28T00:00:00.000","1600","13","Newton","1309","1","510","VEHICLE - STOLEN","0",NA,NA,"104","DRIVEWAY","IC","Invest Cont","510",NA,"900    MATEO                        ST","34.0326","-118.2322",NA,NA,NA,NA,NA,NA
"94","200311518","2020-05-18T00:00:00.000","2020-05-14T00:00:00.000","1900","03","Southwest","0373","1","520","VEHICLE - ATTEMPT STOLEN","65","M","B","101","STREET","IC","Invest Cont","520",NA,"3900    HUBERT                       AV","34.0142","-118.3281","1300 0329 1612 1202",NA,NA,NA,NA,NA
"95","200304274","2020-01-05T00:00:00.000","2020-01-04T00:00:00.000","2030","03","Southwest","0377","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","60","F","B","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","740",NA,"1200    BROWNING                     BL","34.0121","-118.2968","0329 0311 1202",NA,NA,NA,NA,NA
"96","200119934","2020-10-24T00:00:00.000","2020-10-24T00:00:00.000","0645","01","Central","0128","2","354","THEFT OF IDENTITY","49","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"200 E  1ST                          ST","34.0512","-118.2419","0377",NA,NA,NA,NA,NA
"97","200814436","2020-09-23T00:00:00.000","2020-09-23T00:00:00.000","1100","08","West LA","0885","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"10200    CRESTA                       DR","34.0417","-118.4041",NA,NA,NA,NA,NA,NA
"98","200316872","2020-09-04T00:00:00.000","2020-09-03T00:00:00.000","0900","03","Southwest","0392","1","330","BURGLARY FROM VEHICLE","38","M","B","707","GARAGE/CARPORT","IC","Invest Cont","330",NA,"5100    CRENSHAW                     BL","33.9967","-118.3306","1822 1601 0344 0386 1300",NA,NA,NA,NA,NA
"99","200911119","2020-06-16T00:00:00.000","2020-06-15T00:00:00.000","2300","09","Van Nuys","0906","1","330","BURGLARY FROM VEHICLE","37","M","O","101","STREET","IC","Invest Cont","330",NA,"14200    LEADWELL                     ST","34.2041","-118.4425","0344",NA,NA,NA,NA,NA
"100","201212066","2020-05-03T00:00:00.000","2020-05-03T00:00:00.000","1235","12","77th Street","1252","2","437","RESISTING ARREST","0","X","X","101","STREET","AA","Adult Arrest","437",NA,"FLORENCE                     AV","33.9746","-118.3177","1309","VAN NESS                     AV","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"101","200410047","2020-06-22T00:00:00.000","2020-02-01T00:00:00.000","0001","04","Hollenbeck","0429","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"5400    SHELLEY                      ST","34.0912","-118.1624",NA,NA,NA,NA,NA,NA
"102","200312493","2020-06-10T00:00:00.000","2020-05-25T00:00:00.000","1500","03","Southwest","0374","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0",NA,NA,"203","OTHER BUSINESS","IC","Invest Cont","668",NA,"3800    3RD                          AV","34.0183","-118.3204",NA,NA,NA,NA,NA,NA
"103","200513373","2020-08-25T00:00:00.000","2020-08-11T00:00:00.000","0246","05","Harbor","0564","1","310","BURGLARY","0","X","X","123","PARKING UNDERGROUND/BUILDING","IC","Invest Cont","310",NA,"200 W  6TH                          ST","33.7387","-118.2814","0344 0321",NA,NA,NA,NA,NA
"104","201220752","2020-09-16T00:00:00.000","2020-09-16T00:00:00.000","1230","12","77th Street","1259","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","62","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","745",NA,"700 E  73RD                         ST","33.9739","-118.263","2004 1820 0913 0329 1202",NA,NA,NA,NA,NA
"105","200318436","2020-10-05T00:00:00.000","2020-10-05T00:00:00.000","2250","03","Southwest","0361","2","624","BATTERY - SIMPLE ASSAULT","29","F","H","101","STREET","AA","Adult Arrest","624",NA,"4800    COLISEUM                     ST","34.0183","-118.3504","0416 0446 0913 0361 0603",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"106","200618244","2020-11-20T00:00:00.000","2020-11-19T00:00:00.000","2030","06","Hollywood","0643","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1600 N  LA BREA                      AV","34.1007","-118.3494",NA,NA,NA,NA,NA,NA
"107","200214497","2020-09-01T00:00:00.000","2020-06-13T00:00:00.000","1340","02","Rampart","0248","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","X","X","108","PARKING LOT","IC","Invest Cont","668",NA,"1300 W  6TH                          ST","34.0579","-118.2649","0913 1817 0104 0344",NA,NA,NA,NA,NA
"108","200805831","2020-02-10T00:00:00.000","2020-01-30T00:00:00.000","0005","08","West LA","0831","2","354","THEFT OF IDENTITY","57","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"500 S  BURLINGAME                   AV","34.0494","-118.4866","0100 0930 1822",NA,NA,NA,NA,NA
"109","200616504","2020-10-10T00:00:00.000","2020-10-09T00:00:00.000","2345","06","Hollywood","0647","1","210","ROBBERY","29","F","B","707","GARAGE/CARPORT","IC","Invest Cont","210","998","5800 W  SUNSET                       BL","34.0998","-118.3211","0344 0334 1100 1315 0430 1407 2004",NA,"109","SEMI-AUTOMATIC PISTOL",NA,NA
"110","201309446","2020-04-15T00:00:00.000","2020-04-15T00:00:00.000","1730","13","Newton","1324","1","410","BURGLARY FROM VEHICLE, ATTEMPTED","30","M","H","101","STREET","AA","Adult Arrest","410","998","CENTRAL                      AV","34.0233","-118.2516","2004 0329 1402","20TH                         ST",NA,NA,NA,NA
"111","200717189","2020-12-16T00:00:00.000","2020-12-13T00:00:00.000","1500","07","Wilshire","0765","1","330","BURGLARY FROM VEHICLE","43","F","B","102","SIDEWALK","IC","Invest Cont","330",NA,"PICO                         BL","34.0496","-118.3425","1822 1300 0344 2019","COCHRAN",NA,NA,NA,NA
"112","200817626","2020-12-17T00:00:00.000","2020-12-16T00:00:00.000","1600","08","West LA","0855","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1600 S  BENTLEY                      AV","34.0484","-118.4437",NA,NA,NA,NA,NA,NA
"113","201110326","2020-06-12T00:00:00.000","2020-06-11T00:00:00.000","2000","11","Northeast","1138","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"6200    MT ANGELUS                   DR","34.1148","-118.1869",NA,NA,NA,NA,NA,NA
"114","201106089","2020-02-16T00:00:00.000","2020-02-16T00:00:00.000","0915","11","Northeast","1107","2","624","BATTERY - SIMPLE ASSAULT","24","F","H","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","624",NA,"6000    CRESTWOOD                    WY","34.1307","-118.1907","0555 0400 0416 0419 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"115","200106948","2020-02-11T00:00:00.000","2020-02-11T00:00:00.000","1915","01","Central","0154","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","626",NA,"100 E  6TH                          ST","34.046","-118.2493","2000 0444 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"116","200806568","2020-02-27T00:00:00.000","2020-02-20T00:00:00.000","1200","08","West LA","0852","1","480","BIKE - STOLEN","35","M","W","707","GARAGE/CARPORT","IC","Invest Cont","480",NA,"1500    BARRY                        AV","34.045","-118.4557","0344 0346 1822",NA,NA,NA,NA,NA
"117","200212443","2020-07-11T00:00:00.000","2020-07-05T00:00:00.000","0900","02","Rampart","0218","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"BELLEVUE                     AV","34.0698","-118.2595",NA,"ECHO PARK                    AV",NA,NA,NA,NA
"118","201216960","2020-07-21T00:00:00.000","2020-07-21T00:00:00.000","1820","12","77th Street","1203","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","61","M","H","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","230",NA,"1700 W  48TH                         ST","34.0001","-118.3096","0400 0408 0913 0429",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"119","200914159","2020-08-30T00:00:00.000","2020-08-30T00:00:00.000","1420","09","Van Nuys","0906","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","23","M","B","501","SINGLE FAMILY DWELLING","AO","Adult Other","626",NA,"7200    KATHERINE                    AV","34.2012","-118.4432","2000 1814 0400",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"120","201104052","2020-01-01T00:00:00.000","2020-01-01T00:00:00.000","2030","11","Northeast","1105","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0","X","X","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","740","998","2400    COLORADO                     BL","34.1442","-118.218","2004 1402 1020 1307 0329",NA,NA,NA,NA,NA
"121","201007391","2020-03-19T00:00:00.000","2020-03-18T00:00:00.000","1800","10","West Valley","1063","1","310","BURGLARY","0","M","W","220","NAIL SALON","IC","Invest Cont","310",NA,"19000    VENTURA                      BL","34.1725","-118.5475","1822 1609 0321 1420",NA,NA,NA,NA,NA
"122","200906435","2020-02-24T00:00:00.000","2020-02-23T00:00:00.000","1800","09","Van Nuys","0914","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","34","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","956",NA,"14900    SHERMAN                      WY","34.2012","-118.4574","1912",NA,NA,NA,NA,NA
"123","201114637","2020-10-14T00:00:00.000","2020-10-13T00:00:00.000","2200","11","Northeast","1184","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1600    ECHO PARK                    AV","34.0815","-118.2546",NA,NA,NA,NA,NA,NA
"124","200414361","2020-10-28T00:00:00.000","2020-10-15T00:00:00.000","1200","04","Hollenbeck","0487","2","354","THEFT OF IDENTITY","49","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"1100 S  FICKETT                      ST","34.0273","-118.2176","0100",NA,NA,NA,NA,NA
"125","200911049","2020-06-15T00:00:00.000","2020-06-09T00:00:00.000","1025","09","Van Nuys","0963","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","35","F","W","119","PORCH, RESIDENTIAL","IC","Invest Cont","440",NA,"KESTER                       AV","34.1649","-118.4574","0394 0344","MAGNOLIA                     BL",NA,NA,NA,NA
"126","200312753","2020-06-16T00:00:00.000","2020-06-16T00:00:00.000","0720","03","Southwest","0353","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","19","X","X","403","DRUG STORE","IC","Invest Cont","442",NA,"3700    CRENSHAW                     BL","34.0191","-118.3351","0325 1309 0342 2021 0104",NA,NA,NA,NA,NA
"127","200517895","2020-12-16T00:00:00.000","2020-12-16T00:00:00.000","2125","05","Harbor","0526","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","40","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","930",NA,"900 N  FRIES                        AV","33.7815","-118.265","0432 0443 0913",NA,"511","VERBAL THREAT",NA,NA
"128","200321494","2020-12-08T00:00:00.000","2020-12-07T00:00:00.000","1700","03","Southwest","0315","1","330","BURGLARY FROM VEHICLE","67","M","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","330",NA,"W  24TH                         ST","34.0349","-118.3177","1609 0344 1822","ARLINGTON                    AV",NA,NA,NA,NA
"129","201012706","2020-09-03T00:00:00.000","2020-07-27T00:00:00.000","0700","10","West Valley","1008","2","845","SEX OFFENDER REGISTRANT OUT OF COMPLIANCE","46","M","H","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","845",NA,"8100 N  BALBOA                       PL","34.2179","-118.5014","1501",NA,NA,NA,NA,NA
"130","201111473","2020-07-15T00:00:00.000","2020-07-15T00:00:00.000","1134","11","Northeast","1117","2","661","UNAUTHORIZED COMPUTER ACCESS","40","F","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","661",NA,"4600    ELLENWOOD                    DR","34.1293","-118.219","1904 1914 1822 1911",NA,NA,NA,NA,NA
"131","200310910","2020-05-05T00:00:00.000","2020-05-05T00:00:00.000","1130","03","Southwest","0395","2","624","BATTERY - SIMPLE ASSAULT","29","M","W","501","SINGLE FAMILY DWELLING","AO","Adult Other","624",NA,"1800 W  MARTIN LUTHER KING JR        BL","34.0109","-118.3113","0416 0444 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"132","200609150","2020-04-16T00:00:00.000","2020-04-16T00:00:00.000","1900","06","Hollywood","0648","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","26","F","O","104","DRIVEWAY","IC","Invest Cont","420",NA,"1500 N  SAINT ANDREWS                PL","34.0981","-118.3114","0344 1822",NA,NA,NA,NA,NA
"133","200118692","2020-09-30T00:00:00.000","2020-09-30T00:00:00.000","0410","01","Central","0185","1","210","ROBBERY","29","M","H","101","STREET","JA","Juv Arrest","210",NA,"BROADWAY","34.0377","-118.2607","0344 0334 1311 1302 1822 1218 0302 1309 2024 0916","PICO","109","SEMI-AUTOMATIC PISTOL",NA,NA
"134","201212836","2020-05-15T00:00:00.000","2020-05-15T00:00:00.000","0540","12","77th Street","1268","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","25","F","B","301","GAS STATION","IC","Invest Cont","420",NA,"200 E  MANCHESTER                   AV","33.964","-118.2739","0344 1822 1309 0216",NA,NA,NA,NA,NA
"135","200917497","2020-11-20T00:00:00.000","2020-11-20T00:00:00.000","1130","09","Van Nuys","0966","2","624","BATTERY - SIMPLE ASSAULT","33","F","W","220","NAIL SALON","IC","Invest Cont","624",NA,"13300    RIVERSIDE                    DR","34.1576","-118.4231","0446 0416",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"136","201011914","2020-08-10T00:00:00.000","2020-08-02T00:00:00.000","1005","10","West Valley","1001","1","330","BURGLARY FROM VEHICLE","0","M","W","101","STREET","IC","Invest Cont","330",NA,"7900    BOTHWELL                     RD","34.2141","-118.5612","1822 0344 1300",NA,NA,NA,NA,NA
"137","200613614","2020-08-06T00:00:00.000","2020-08-06T00:00:00.000","2300","06","Hollywood","0647","2","624","BATTERY - SIMPLE ASSAULT","19","F","B","501","SINGLE FAMILY DWELLING","IC","Invest Cont","624",NA,"1500    VINE                         ST","34.098","-118.3266","0416 0444",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"138","200307284","2020-02-24T00:00:00.000","2020-02-23T00:00:00.000","1200","03","Southwest","0393","1","121","RAPE, FORCIBLE","46","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","121",NA,"4200    DEGNAN                       BL","34.008","-118.3314","0522 0527 1814 2000 1415 1409 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"139","200315866","2020-08-16T00:00:00.000","2020-08-16T00:00:00.000","1310","03","Southwest","0362","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","30","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","745",NA,"4800 W  MARTIN LUTHER KING JR        BL","34.017","-118.3477","0329",NA,NA,NA,NA,NA
"140","200516175","2020-11-04T00:00:00.000","2020-11-04T00:00:00.000","1300","05","Harbor","0509","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"24900    FRAMPTON                     AV","33.7983","-118.2992",NA,NA,NA,NA,NA,NA
"141","200408306","2020-04-28T00:00:00.000","2020-04-28T00:00:00.000","1650","04","Hollenbeck","0488","2","624","BATTERY - SIMPLE ASSAULT","43","F","H","102","SIDEWALK","IC","Invest Cont","624",NA,"8TH                          ST","34.0226","-118.207","0446","CONCORD","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"142","200517231","2020-11-29T00:00:00.000","2020-11-29T00:00:00.000","1900","05","Harbor","0506","2","624","BATTERY - SIMPLE ASSAULT","41","M","H","301","GAS STATION","AO","Adult Other","624",NA,"CARSON","33.8315","-118.3065","1802 0913 0319 0416 1309","HARVARD","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"143","200205286","2020-01-27T00:00:00.000","2020-01-26T00:00:00.000","2000","02","Rampart","0241","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"400 S  OCCIDENTAL                   BL","34.0665","-118.2828",NA,NA,NA,NA,NA,NA
"144","201012938","2020-09-10T00:00:00.000","2020-09-05T00:00:00.000","1800","10","West Valley","1029","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","AO","Adult Other","510",NA,"7000    WOODLEY                      AV","34.1975","-118.4837",NA,NA,NA,NA,NA,NA
"145","200614026","2020-08-16T00:00:00.000","2020-08-16T00:00:00.000","0040","06","Hollywood","0645","1","310","BURGLARY","0","X","X","210","RESTAURANT/FAST FOOD","AA","Adult Arrest","310",NA,"7000    HOLLYWOOD                    BL","34.1015","-118.3425","1822 0329 0321 1601 0344 0325",NA,NA,NA,NA,NA
"146","200122014","2020-12-06T00:00:00.000","2020-12-06T00:00:00.000","1930","01","Central","0162","2","624","BATTERY - SIMPLE ASSAULT","66","F","W","801","MTA BUS","IC","Invest Cont","624",NA,"8TH                          ST","34.0452","-118.2569","1822 0421 1218 0447 1202 2033 0910","HILL                         ST","500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"147","200320495","2020-11-17T00:00:00.000","2020-11-16T00:00:00.000","2115","03","Southwest","0394","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"4300    2ND                          AV","34.0041","-118.3193",NA,NA,NA,NA,NA,NA
"148","200211325","2020-06-14T00:00:00.000","2020-06-14T00:00:00.000","1830","02","Rampart","0221","1","210","ROBBERY","51","M","B","906","MTA - RED LINE - VERMONT/BEVERLY","IC","Invest Cont","210",NA,"300 N  VERMONT                      AV","34.0777","-118.2961","0910 0344 1822 0432 0345 0305 0355 0346 0400 2048",NA,"113","SIMULATED GUN",NA,NA
"149","200406978","2020-03-16T00:00:00.000","2020-03-14T00:00:00.000","0058","04","Hollenbeck","0443","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"2300    CHARLOTTE                    ST","34.0567","-118.2024",NA,NA,NA,NA,NA,NA
"150","200512066","2020-07-20T00:00:00.000","2020-07-20T00:00:00.000","0750","05","Harbor","0585","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","60","F","B","501","SINGLE FAMILY DWELLING","AA","Adult Arrest","230","998","600 W  23RD                         ST","33.7234","-118.2907","2003 0561 0913 0602 1202 1402 0416",NA,"311","HAMMER",NA,NA
